epoch,acc,loss,mean_iou,val_acc,val_loss,val_mean_iou
31,0.9677353679619688,0.026548389773610074,0.9199687492988395,0.9504218049671339,0.04348792718804401,0.8902193861811057
32,0.9673011057493321,0.02646982553717378,0.9189605147345488,0.9605512612539789,0.03488349072311236,0.9021631764328998
33,0.9671442932769712,0.02704673956405934,0.9157182524418688,0.9489314666260844,0.0451290795336599,0.8871896137361941
34,0.9670937635866702,0.02680758488665812,0.9183323697038436,0.9409765827914943,0.05274444300195445,0.8830969168440156
35,0.9682379278373663,0.025803038317881298,0.9208751019031924,0.9576846950727961,0.037474132750345314,0.894871426017388
36,0.9672973454836197,0.026631235180956652,0.9188993544622687,0.9505494055540665,0.04317707341650258,0.8876152790111044
37,0.967051407658423,0.026837365017609208,0.9174387932118345,0.9461327026719633,0.047382604168808976,0.8885606598594914
38,0.9684496715413574,0.0257843018334881,0.9202439316825872,0.9581395562576211,0.03742349990036176,0.8957351225873699
39,0.967638123538587,0.02626298657681827,0.9198234501643383,0.9485410419495209,0.04555035544478375,0.8926832513964694
40,0.9681661194650719,0.02613941284142439,0.9193949599868222,0.9525428641101589,0.042039598459782807,0.8923291589902795
41,0.968401320213656,0.025827115376713342,0.9217682175423475,0.9551819025174432,0.03947381027366804,0.8974899481172147
42,0.9681853736254521,0.025831418115169785,0.9213264199462272,0.9512227831975274,0.04321168751820274,0.8916850744382195
43,0.9680025846944528,0.026116164719256627,0.9190219330519617,0.9413263726493587,0.053438382304233055,0.8833748724149622
44,0.9679594287393536,0.026205431028007653,0.9199308806390905,0.9556756479584653,0.040512851398924125,0.8924697595446006
45,0.969008895642745,0.025239464923101102,0.9213617626266393,0.9607457790685736,0.03528934781966002,0.9011413571627244
46,0.9680679731040668,0.026127714996629962,0.9202881866351512,0.9533243263545244,0.041475824039915336,0.8913301880592885
47,0.969557456266374,0.024754590383563122,0.9210899067429938,0.9426877038634341,0.05163687337999758,0.8839474877585536
48,0.9695996643123665,0.02464160380621801,0.9209993820616523,0.948400709292163,0.046040962571683136,0.8894792095474575
49,0.970554758346365,0.023659227499321325,0.9243979889752907,0.9389940383641616,0.05489557398402173,0.8794579411978307
50,0.9690334478548086,0.02516036581036471,0.920179813294407,0.9562755447366963,0.03924846584382265,0.9004578933767651
51,0.970147063974078,0.024356961253193556,0.9240875067198362,0.9532086635413377,0.042257794219514595,0.8914264064768086
52,0.9688260966948378,0.02528591128797304,0.9211206490574337,0.9508405152870261,0.04383334776629572,0.8855222797264224
